PRODUCT_NAME,TAXONOMY_INDEX,ADDITIONAL_DETAILS,ACQUISITION_COST,SALE_COST,QUANTITY,WAREHOUSE_NAME,CITY,STATE,COUNTRY_NAME,CREATION_DATE
ASRock EP2C602-4L/D16,,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,66.0,Sydney,Sydney,New South Wales,Australia,2001-08-07
Asus ROG MAXIMUS IX EXTREME,,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",480.89,573.99,138.0,Beijing,Beijing,Beijing,China,
EVGA Classified,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",240.62,283.98,24.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Intel Xeon E5-2687W,,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,710.99,35.0,Bombay,Bombay,Maharashtra,India,
Western Digital WDS500G1B0B,,"Series:Blue,Type:SSD,Capacity:500GB,Cache:N/A",106.89,149.88,244.0,San Francisco,San Francisco,California,United States,
G.Skill Ripjaws V Series,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",499.09,645.99,31.0,Beijing,Beijing,Beijing,China,
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,88.0,New Jersey,South Brunswick,New Jersey,United States,
Intel Xeon E5-1650 V3,,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,564.89,125.0,"Southlake, Texas",Southlake,Texas,United States,2001-12-10
Intel Xeon E5-2680 V2,,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,701.95,87.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Xeon E5-2690 V3,,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,1908.73,93.0,New Jersey,South Brunswick,New Jersey,United States,
Intel Xeon E5-1650 V4 (OEM/Tray),,"Speed:3.6GHz,Cores:6,TDP:140W",453.14,594.99,59.0,Sydney,Sydney,New South Wales,Australia,
PNY VCGGTX1080T11XGPB-OC,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz",600.92,759.99,59.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2001-03-11
Intel Core i7-3930K,,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,660.0,155.0,San Francisco,South San Francisco,California,United States,2001-05-12
Intel Core i7-5960X,,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,1009.79,196.0,San Francisco,South San Francisco,California,United States,
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,97.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Xeon E5-1650 V4 (OEM/Tray),,"Speed:3.6GHz,Cores:6,TDP:140W",453.14,594.99,26.0,Beijing,Beijing,Beijing,China,2002-02-01
Gigabyte X299 AORUS Gaming 3,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",227.48,280.98,15.0,Beijing,Beijing,Beijing,China,2002-06-01
Hitachi A7K1000-1000,,"Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB",29.94,41.99,214.0,San Francisco,San Francisco,California,United States,2002-12-01
NVIDIA VCQM4000-PB,,"Chipset:Quadro M4000,Memory:8GBCore Clock:N/A",682.09,790.0,158.0,San Francisco,South San Francisco,California,United States,
G.Skill Ripjaws V Series,True,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",1139.87,1318.99,244.0,San Francisco,South San Francisco,California,United States,
Intel Xeon E5-2630 V4,,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,647.99,141.0,Beijing,Beijing,Beijing,China,2002-04-02
Intel Xeon E5-2697 V4,,"Speed:2.3GHz,Cores:18,TDP:145W",2144.4,2554.99,58.0,Sydney,Sydney,New South Wales,Australia,2002-10-02
Intel Xeon E5-2687W V4,,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,36.0,Bombay,Bombay,Maharashtra,India,2002-11-02
Intel Core i7-4790K,,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,620.95,177.0,Sydney,Sydney,New South Wales,Australia,2002-07-03
Seagate ST2000DX002,,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",64.48,,175.0,Toronto,Toronto,Ontario,Canada,2002-08-03
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,49.0,Beijing,Beijing,Beijing,China,2002-09-03
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,221.0,"Southlake, Texas",Southlake,Texas,United States,2002-12-03
AMD 100-506061,,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",706.99,999.99,164.0,Sydney,Sydney,New South Wales,Australia,
Intel Core i7-5930K,,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,13.0,Bombay,Bombay,Maharashtra,India,
Intel Core i7-3960X Extreme Edition,,"Speed:3.3GHz,Cores:6,TDP:130W",800.74,573.41,6.0,Beijing,Beijing,Beijing,China,
PNY SSD9SC240GMDA-RB,,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,162.0,Sydney,Sydney,New South Wales,Australia,2002-02-04
G.Skill Trident Z,True,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",585.26,713.99,6.0,Bombay,Bombay,Maharashtra,India,2002-11-04
Crucial CT275MX300SSD1,,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,97.88,88.0,Toronto,Toronto,Ontario,Canada,
Samsung MZ-75E1T0B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",260.23,339.99,267.0,San Francisco,South San Francisco,California,United States,
Asus X99-E-10G WS,,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",582.02,649.0,172.0,San Francisco,South San Francisco,California,United States,
Intel Core i7-4770K,,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,799.0,87.0,"Seattle, Washington",Seattle,Washington,United States,2002-10-05
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,74.0,Toronto,Toronto,Ontario,Canada,2002-11-05
Western Digital WD5000AACS,,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",20.14,26.99,175.0,Toronto,Toronto,Ontario,Canada,
Intel Xeon E5-2650,,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,1064.99,111.0,Bombay,Bombay,Maharashtra,India,2002-02-06
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,96.0,San Francisco,South San Francisco,California,United States,2002-07-06
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,186.0,Sydney,Sydney,New South Wales,Australia,
Crucial CT1050MX300SSD1,,"Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A",192.52,267.99,149.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Supermicro X10SAT-O,,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",207.08,281.97,101.0,San Francisco,South San Francisco,California,United States,
Intel Xeon E5-1650 V3,,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,564.89,65.0,Sydney,Sydney,New South Wales,Australia,
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,191.0,Sydney,Sydney,New South Wales,Australia,2002-08-07
Intel Xeon E5-1650 V3,,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,564.89,53.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2002-11-07
Gigabyte X299 AORUS Gaming 3,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",227.48,280.98,28.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Intel Xeon E5-2643 V4 (OEM/Tray),True,"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,1708.86,133.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
MSI X99A GODLIKE GAMING CARBON,True,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",415.0,549.59,165.0,Bombay,Bombay,Maharashtra,India,
Intel Xeon E5-2680 V2,,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,701.95,111.0,San Francisco,South San Francisco,California,United States,2002-03-08
Intel Core i9-7900X,,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,1029.99,194.0,San Francisco,South San Francisco,California,United States,2002-03-08
Intel Core i7-4790K,,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,620.95,176.0,San Francisco,South San Francisco,California,United States,2002-10-08
Intel Xeon E5-2630 V4,,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,647.99,176.0,Sydney,Sydney,New South Wales,Australia,
SanDisk SDSSDA-120G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A",52.7,59.99,150.0,Sydney,San Francisco,California,United States,
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,48.0,Toronto,Toronto,Ontario,Canada,
G.Skill Ripjaws 4 Series,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",836.03,1055.99,174.0,San Francisco,South San Francisco,California,United States,
Intel Xeon E5-2640 V4,,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,899.99,31.0,Sydney,Sydney,New South Wales,Australia,2002-01-09
Samsung MZ-V6E250,,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",92.98,127.88,43.0,Toronto,Toronto,Ontario,Canada,2002-06-09
Intel Xeon E5-2687W V3,True,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,2064.99,69.0,New Jersey,South Brunswick,New Jersey,United States,2002-06-09
MSI GAMING,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",753.18,849.99,98.0,"Seattle, Washington",Seattle,Washington,United States,
AMD Opteron 6378,,"Speed:2.4GHz,Cores:16,TDP:115W",826.99,651.92,14.0,Bombay,Bombay,Maharashtra,India,2002-12-10
Asus X99-E WS/USB 3.1,,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",428.89,482.49,137.0,Beijing,Beijing,Beijing,China,
Intel Xeon E5-2697 V4,,"Speed:2.3GHz,Cores:18,TDP:145W",2144.4,2554.99,100.0,New Jersey,South Brunswick,New Jersey,United States,
AMD 100-506061,,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",706.99,999.99,143.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2002-03-11
G.Skill Ripjaws V Series,True,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",517.78,686.99,65.0,Sydney,Sydney,New South Wales,Australia,2002-03-12
Intel Core i7-980,,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,699.99,225.0,"Seattle, Washington",Seattle,Washington,United States,2002-03-12
Intel Xeon E5-2695 V3 (OEM/Tray),,"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,2431.95,29.0,Sydney,Sydney,New South Wales,Australia,2002-09-12
Intel DG43RK,,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,95.0,San Francisco,South San Francisco,California,United States,
Corsair Dominator Platinum,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x16GBSize:128GB",1051.97,1449.99,177.0,Toronto,Toronto,Ontario,Canada,
Asus X99-E-10G WS,,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",582.02,649.0,119.0,Bombay,Bombay,Maharashtra,India,
G.Skill TridentZ RGB,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",1330.26,1504.99,163.0,Sydney,Sydney,New South Wales,Australia,2003-02-01
Intel Xeon E5-1680 V3 (OEM/Tray),,"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,1751.99,133.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2003-02-01
Asus MAXIMUS IX CODE,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",266.15,298.98,46.0,Beijing,Beijing,Beijing,China,
Kingston,True,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",566.98,653.5,142.0,Beijing,Beijing,Beijing,China,
Intel Xeon E5-2690 V4,,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,1994.49,39.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",585.26,713.99,54.0,Sydney,Sydney,New South Wales,Australia,2003-01-02
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,185.0,San Francisco,South San Francisco,California,United States,2003-03-02
Intel Xeon E5-2630 V3,,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,629.99,64.0,Sydney,Sydney,New South Wales,Australia,
MSI Z170 Krait Gaming,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",231.58,299.89,55.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2003-08-03
Intel Xeon E5-2697 V2,,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,2377.09,0.0,Bombay,Bombay,Maharashtra,India,
Supermicro X10SDV-8C-TLN4F,,"CPU:Xeon D-1541,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",664.29,948.99,173.0,Sydney,Sydney,New South Wales,Australia,
EVGA 11G-P4-6696-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,13.0,Beijing,Beijing,Beijing,China,2003-08-05
NVIDIA VCQM4000-PB,,"Chipset:Quadro M4000,Memory:8GBCore Clock:N/A",682.09,790.0,74.0,Bombay,Bombay,Maharashtra,India,
PNY SSD9SC240GMDA-RB,,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,137.0,Beijing,Beijing,Beijing,China,
Intel DP35DPM,True,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,30.0,Sydney,Sydney,New South Wales,Australia,
Asus RAMPAGE V EXTREME,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459.0,572.96,30.0,Sydney,Sydney,New South Wales,Australia,
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,236.0,"Seattle, Washington",Seattle,Washington,United States,
Asus Z10PE-D8 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",504.14,561.59,138.0,Beijing,Beijing,Beijing,China,
G.Skill Trident Z,True,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",647.83,760.99,232.0,Sydney,Sydney,New South Wales,Australia,2003-02-06
Crucial,True,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",590.13,766.11,35.0,Sydney,Sydney,New South Wales,Australia,2003-07-06
G.Skill Trident Z,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",532.27,722.99,58.0,Sydney,Sydney,New South Wales,Australia,
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,46.0,Toronto,Toronto,Ontario,Canada,
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",609.53,734.99,60.0,Sydney,Sydney,New South Wales,Australia,
Intel DG43RK,True,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,49.0,Toronto,Toronto,Ontario,Canada,
MSI Z170A KRAIT GAMING,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",262.4,299.89,122.0,San Francisco,South San Francisco,California,United States,
Supermicro X10SDV-8C-TLN4F,,"CPU:Xeon D-1541,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",,948.99,120.0,Bombay,Bombay,Maharashtra,India,
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,197.0,New Jersey,South Brunswick,New Jersey,United States,
Kingston HyperX Predator,,,471.78,635.99,18.0,Beijing,Beijing,Beijing,China,
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,137.0,Beijing,Beijing,Beijing,China,
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,178.0,San Francisco,South San Francisco,California,United States,
Corsair Vengeance LPX,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",867.52,1163.99,225.0,Sydney,Sydney,New South Wales,Australia,
